ranking,name,highSchool,position,height,weight,stars,rating,college
NA,Brayden Rohme,Perry (Gilbert	 AZ),OT,6-6, 270 ,3,0.8451,California
,,,,,,0,,uncommitted
NA,Allen Walker,Milton (Alpharetta	 GA),OLB,6-2, 205 ,3,0.8451,Louisiana Tech
NA,Virdel Edwards,Prestonwood Christian (Plano	 TX),S,6-1, 185 ,3,0.8451,Iowa State
NA,Joseph Thompson,Phillips Academy (Chicago	 IL),CB,5-10, 160 ,3,0.8451,Illinois
NA,Myles Bell,St. Thomas Aquinas (Fort Lauderdale	 FL),CB,6-0, 160 ,3,0.8451,Connecticut
NA,Wyatt Tunall,Chester (Chester	 SC),OT,6-5, 270 ,3,0.8450,North Carolina
NA,Elijah Unutoa,Kapaa (Kapaa	 HI),OG,6-5, 300 ,3,0.8449,Brigham Young
NA,Evan Hull,Maple Grove (Osseo	 MN),RB,5-11, 190 ,3,0.8446,Northwestern
NA,Adam ElGammal,Christ The King Regional (Middle Village	 NY),OT,6-5, 275 ,3,0.8445,Miami
NA,Dylan Deveney,Hun School  (Princeton	 NJ),TE,6-6, 245 ,3,0.8445,Georgia Tech
NA,Sayyid Stevens,Calvary Day School (Savannah	 GA),OLB,6-2, 227 ,3,0.8445,Duke
NA,Khiry Morrison,West Feliciana (Saint Francisville	 LA),S,6-1, 190 ,3,0.8444,Louisiana Tech
NA,Na'Drian Dizadare,Evangel Christian Academy (Shreveport	 LA),OLB,6-2, 200 ,3,0.8444,Oklahoma State
NA,Jahmon McClendon,Monte Vista (Spring Valley	 CA),RB,6-2, 210 ,3,0.8444,UCLA
NA,Na'im Rodman,St. John Bosco (Bellflower	 CA),DT,6-2, 290 ,3,0.8444,Colorado
NA,Kyle Maxwell,Amite (Amite	 LA),WR,6-3, 170 ,3,0.8444,Louisiana Tech
NA,Treshaun Ward,Tampa Bay Tech (Tampa	 FL),RB,5-9, 182 ,3,0.8444,uncommitted
NA,Zach Hummel,Hilliard Bradley (Hilliard	 OH),ATH,6-3, 235 ,3,0.8444,Cincinnati
NA,Tyler Garay-Harris,Bishop O'Dowd (Oakland	 CA),WDE,6-5, 230 ,3,0.8444,Washington State
NA,Chandler Fields,Archbishop Rummel (Metairie	 LA),PRO,5-11, 182 ,3,0.8444,Louisiana
NA,Cameron Vaughn,Haines City Senior (Haines City	 FL),OT,6-6, 300 ,3,0.8442,Central Michigan
NA,CJ Elmonus,A C Reynolds (Asheville	 NC),OT,6-7, 260 ,3,0.8441,Wake Forest
NA,Dorian Holloway,Marion-Franklin (Columbus	 OH),OLB,6-4, 190 ,3,0.8440,Cincinnati
NA,Courtney Jackson,Gateway (Monroeville	 PA),ATH,5-11, 160 ,3,0.8440,Syracuse
NA,Ricky Pearsall,Corona Del Sol (Tempe	 AZ),WR,6-1.5, 195 ,3,0.8439,Arizona State
NA,Chase Griffin,Hutto (Hutto	 TX),PRO,5-10, 186 ,3,0.8439,UCLA
NA,Trey Davis,Federal Way (Federal Way	 WA),CB,6-0, 185 ,3,0.8439,USC
NA,T.J. Robinson,Riverview (Riverview	 FL),S,6-3, 181 ,3,0.8439,Rutgers
NA,Izaiah Ruffin,Oak Park and River Forest (Oak Park	 IL),SDE,6-6, 235 ,3,0.8438,Cincinnati
NA,Travis Mumphrey,John Ehret (Marrero	 LA),DUAL,6-0, 186 ,3,0.8438,UNLV
NA,Kaulana Makaula,Punahou (Honolulu	 HI),S,6-3, 190 ,3,0.8437,USC
NA,DeShawn Gaddie,Lamar (Arlington	 TX),CB,6-0, 170 ,3,0.8436,North Texas
NA,Makai Polk,El Cerrito (El Cerrito	 CA),ATH,6-3, 174 ,3,0.8435,California
NA,Brendan Harrington,Northwood (Pittsboro	 NC),S,6-1, 205 ,3,0.8435,Appalachian State
NA,Daquan Evans,Jones (Orlando	 FL),CB,5-11, 175 ,3,0.8434,USF
NA,Raymond Collins,Largo (Largo	 FL),OT,6-3, 289 ,3,0.8433,USF
NA,Marcus Williams,Longview (Longview	 TX),OT,6-6, 285 ,3,0.8432,TCU
NA,Jaymason Willingham,Steilacoom (Steilacoom	 WA),ATH,6-3, 215 ,3,0.8432,Utah State
NA,Cameron Hite,Greeneville (Greeneville	 TN),TE,6-2, 215 ,3,0.8432,Wake Forest
NA,Jaylon Sharpe,Rocky River (Charlotte	 NC),ILB,6-2, 220 ,3,0.8432,Charlotte
NA,Kariem Al Soufi,Paderborn Dolphins (Germany	 GERM),OG,6-4, 330 ,3,0.8432,Virginia
NA,Cam'Ron Johnson,Shadow Creek (Pearland	 TX),OT,6-4, 291 ,3,0.8431,Houston
NA,Shea Whiting,Alief Taylor (Houston	 TX),WR,6-2, 177 ,3,0.8431,Boise State
NA,Noah Fenske,New Hampton (New Hampton	 IA),OG,6-5, 295 ,3,0.8431,Iowa
NA,Sulaiman Kpaka,Grand Prairie (Grand Prairie	 TX),WDE,6-3, 250 ,3,0.8431,Purdue
NA,Joe Michalski,St. Thomas Aquinas (Overland Park	 KS),OT,6-4, 280 ,3,0.8431,Oklahoma State
NA,Gino Quinones,St. Louis (Honolulu	 HI),SDE,6-2, 280 ,3,0.8431,USC
NA,Isaiah Chaney,Cartersville (Cartersville	 GA),WDE,6-4, 230 ,3,0.8431,Wake Forest
NA,Rodquice Chaney,Alief Elsik (Houston	 TX),OT,6-4.5, 300 ,3,0.8431,Houston
NA,Garrison Johnson,Manvel (Manvel	 TX),RB,5-11, 210 ,3,0.8431,Syracuse
NA,Jammal Abrams,Jackson-Olin (Birmingham	 AL),SDE,6-2, 245 ,3,0.8431,UAB
,,,,,,0,,uncommitted
NA,Cory Stover,Marshfield Senior (Coos Bay	 OR),SDE,6-6, 215 ,3,0.8431,Oregon State
NA,Joshia Davis,Valor Christian (Littleton	 CO),RB,5-10, 180 ,3,0.8431,Colorado
NA,Tavario Standifer,Tupelo (Tupelo	 MS),S,6-2, 223 ,3,0.8431,Ole Miss
NA,Jeremiah Smith,Grayson (Loganville	 GA),S,6-2, 190 ,3,0.8431,Georgia Tech
NA,Bryan Gagg,Braden River (Bradenton	 FL),PRO,6-2.5, 215 ,3,0.8431,East Carolina
NA,Joseph Stone,Gulf Breeze (Gulf Breeze	 FL),OG,6-8, 354 ,3,0.8431,uncommitted
NA,Ethon Williams,Broadneck Senior (Annapolis	 MD),WR,5-11.5, 178 ,3,0.8431,Boston College
NA,Jaylen Hudson,Cape Fear (Fayetteville	 NC),OLB,6-3, 227 ,3,0.8431,Wake Forest
NA,Demetrius Knight,Strong Rock Christian (Locust Grove	 GA),DUAL,6-2, 210 ,3,0.8431,Georgia Tech
NA,Terray Jones,Madison County (Madison	 FL),DT,6-1, 280 ,3,0.8431,uncommitted
NA,Jeff Foreman,Del City (Oklahoma City	 OK),ATH,6-1, 180 ,3,0.8430,Arkansas State
NA,Kristian Varner,Hiram (Hiram	 GA),SDE,6-4, 240 ,3,0.8430,North Carolina
NA,Miles Dickens,Deerfield Beach (Deerfield Beach	 FL),WDE,6-2, 249 ,3,0.8430,Georgia State
NA,Darrin Smith,Lone Star (Frisco	 TX),APB,5-8, 183 ,3,0.8427,San Jose State
NA,Jacobby Dinwiddie,Mountain View (Mesa	 AZ),WR,6-1, 175 ,3,0.8427,uncommitted
NA,Rashad Wisdom,Judson (Converse	 TX),S,5-10, 190 ,3,0.8426,UTSA
NA,Deondre Dansby,South Oak Cliff (Dallas	 TX),CB,5-11, 180 ,3,0.8426,uncommitted
NA,Sam Vaughan,Lexington Catholic (Lexington	 KY),OT,6-7, 280 ,3,0.8426,Miami (OH)
NA,Quincy Riley,A C Flora (Columbia	 SC),CB,6-0, 172 ,3,0.8424,Middle Tennessee State
NA,Logan Wilson,Bishop Dunne (Dallas	 TX),CB,5-10.5, 165 ,3,0.8424,Kansas State
NA,Quan Easterling,Archbishop Hoban (Akron	 OH),ATH,6-2, 235 ,3,0.8424,Wisconsin
NA,Kelvin Dean,James Rickards (Tallahassee	 FL),ATH,5-11, 185 ,3,0.8424,Florida Atlantic
NA,Liam Dick,Clarkson Football North (Mississauga	 ON),OT,6-7, 300 ,3,0.8424,Pittsburgh
NA,Kennique Bonner-Steward,William Amos Hough (Cornelius	 NC),DUAL,6-4, 215 ,3,0.8423,Temple
NA,Gabriel Murphy,Bishop Lynch (Dallas	 TX),OLB,6-2, 215 ,3,0.8423,North Texas
NA,Ronald Nunnery,Shadow Creek (Pearland	 TX),OLB,6-2, 205 ,3,0.8423,Houston
NA,Peni Naulu,Kapolei (Kapolei	 HI),OLB,6-1, 210 ,3,0.8423,Washington State
NA,Brionne Penny,Narbonne (Harbor City	 CA),ATH,6-3, 190 ,3,0.8423,San Diego State
NA,Trevius Hodges,Midway (Waco	 TX),S,5-9, 171 ,3,0.8419,TCU
NA,Jaylen Hearst,Fossil Ridge (Keller	 TX),WR,6-0.5, 180 ,3,0.8419,Colorado State
NA,Nick Malone,Morgantown (Morgantown	 WV),OG,6-5, 276 ,3,0.8418,uncommitted
NA,Cosmas Kwete,Central (Phoenix	 AZ),OLB,6-3, 220 ,3,0.8418,Washington State
NA,Asher Alberding,Clear Lake (Houston	 TX),TE,6-4, 230 ,3,0.8418,North Texas
NA,Blake Freeland,Herriman (Herriman	 UT),ATH,6-8, 260 ,3,0.8418,Brigham Young
NA,Chase Jones,St. Peters Prep (Jersey City	 NJ),ILB,6-2, 215 ,3,0.8418,Wake Forest
NA,Da'Joun Hewitt,Davidson Academy (Nashville	 TN),RB,5-11, 190 ,3,0.8418,Purdue
NA,Tai Brooks,Allen (Allen	 TX),OG,6-2, 315 ,3,0.8418,SMU
NA,Wayne Dennis,Armwood (Seffner	 FL),WR,6-4, 188 ,3,0.8418,Northwestern
NA,Khalid Duke,Riverside Military Academy (Gainesville	 GA),OLB,6-4, 225 ,3,0.8418,Kansas State
NA,Devin Nicholson,Cass Technical (Detroit	 MI),OLB,6-3, 203 ,3,0.8417,Missouri
NA,Thalen Robinson,Bowie (Arlington	 TX),OT,6-6, 315 ,3,0.8417,Missouri
NA,Immanuel Hickman,Matoaca (Chesterfield	 VA),SDE,6-3, 260 ,3,0.8417,East Carolina
NA,Cam Craig,Dublin Jerome (Dublin	 OH),OT,6-5, 285 ,3,0.8417,Purdue
NA,Chase Roberts,American Fork (American Fork	 UT),WR,6-4, 185 ,3,0.8417,Brigham Young
NA,Cameron Stephens,Cajon (San Bernardino	 CA),CB,5-11, 165 ,3,0.8416,Nevada
NA,Jerome Wilson Jr.,Etiwanda (Rancho Cucamonga	 CA),OLB,6-3, 205 ,3,0.8416,UTEP
NA,Tyjae Spears,Ponchatoula (Ponchatoula	 LA),RB,5-9, 175 ,3,0.8416,Tulane
NA,Jacques Wallace,Southern University Lab School (Baton Rouge	 LA),OG,6-4, 280 ,3,0.8416,uncommitted
NA,Drew Fowler,Bellevue (Bellevue	 WA),ILB,6-2, 210 ,3,0.8416,Washington
NA,Cole Aubrey,St. John Bosco (Bellflower	 CA),WDE,6-3, 225 ,3,0.8416,Princeton
,,,,,,0,,uncommitted
NA,Justin Clark,Oswego East (Oswego	 IL),S,6-0, 185 ,3,0.8416,Northern Illinois
NA,Henry Ikahihifo,Paraclete (Lancaster	 CA),TE,6-3, 240 ,3,0.8416,Nevada
NA,Kingsley Grissett,Piper (Pompano Beach	 FL),WR,6-5, 170 ,3,0.8416,uncommitted
NA,AJ Hopkins,Meridian (Meridian	 MS),S,6-2, 177 ,3,0.8416,uncommitted
NA,Jarius Monroe,East St. John (Reserve	 LA),S,6-1, 183 ,3,0.8416,Nicholls State
NA,Ahmad Antoine,Edna Karr (New Orleans	 LA),RB,5-9, 175 ,3,0.8416,Prairie View A&M
NA,Jarius Thomas,Carver (Columbus	 GA),TE,6-4, 220 ,3,0.8416,UAB
NA,Will Reichard,Hoover (Hoover	 AL),K,6-1, 185 ,3,0.8414,Alabama
NA,Gavin Potter,Broken Arrow (Broken Arrow	 OK),OLB,6-1, 200 ,3,0.8414,Kansas
NA,Deven Jarvis,Bishop Amat (La Puente	 CA),CB,6-2, 190 ,3,0.8411,Fresno State
NA,Jonah White,Merkel (Merkel	 TX),ATH,6-0, 190 ,3,0.8411,Baylor
NA,Keeyon Stewart,North Shore (Houston	 TX),CB,5-11, 160 ,3,0.8411,TCU
NA,Tre Tucker,Cuyahoga Valley Christian Academy (Cuyahoga Falls	 OH),WR,5-10, 165 ,3,0.8410,Cincinnati
NA,Michael Bergen,Avon (Avon	 OH),OT,6-5, 270 ,3,0.8410,Toledo
NA,Isaiah Essissima,Hightower (Missouri City	 TX),CB,5-11, 175 ,3,0.8410,Wake Forest
NA,Vonzell Kelley,Lee's Summit Sr. (Lees Summit	 MO),S,6-0, 175 ,3,0.8410,Iowa State
NA,Kelsen Hennessy,Clackamas (Clackamas	 OR),DT,6-5, 250 ,3,0.8410,Oregon State
NA,Sheldon Layman,McGill Toolen (Mobile	 AL),PRO,5-11.5, 184 ,3,0.8410,Memphis
NA,Ethan Piper,Norfolk Catholic (Norfolk	 NE),DT,6-4, 275 ,3,0.8410,Nebraska
NA,Tatum Bethune,Miami Central (Miami	 FL),OLB,6-0, 215 ,3,0.8410,UCF
NA,Thomas Nance,Lake Region (Eagle Lake	 FL),TE,6-3, 240 ,3,0.8410,USF
NA,Joe Smith,Miami Southridge (Miami	 FL),OLB,5-11.5, 190 ,3,0.8409,Toledo
NA,Anthonie Cooper,Millennium (Goodyear	 AZ),SDE,6-3, 275 ,3,0.8407,Arizona State
NA,Dorien Josey,Rockledge (Southwest Brevard Cnty	 FL),SDE,6-2, 230 ,3,0.8406,Florida Atlantic
NA,Jeffrey Blake,Greater Atlanta Christian School (Norcross	 GA),TE,6-4, 230 ,3,0.8405,San Diego State
NA,Zachary Teter,Lake Gibson (Lakeland	 FL),OT,6-5, 290 ,3,0.8405,Virginia
NA,Eric Watts,Sumter (Sumter	 SC),WDE,6-5, 233 ,3,0.8405,Connecticut
NA,Tyrique Matthews,Aldine Eisenhower (Houston	 TX),ILB,5-10, 200 ,3,0.8404,Texas Tech
NA,Daequan Hardy,Penn Hills (Pittsburgh	 PA),CB,5-10, 160 ,3,0.8403,Penn State
NA,Zach Ranson,St. Pius X  (Atlanta	 GA),ATH,6-3, 205 ,3,0.8403,Wake Forest
NA,Will Conner,Thompson (Alabaster	 AL),ILB,6-2, 220 ,3,0.8402,UAB
NA,William Rogers,Lovejoy (Hampton	 GA),OT,6-4, 295 ,3,0.8402,South Carolina
NA,Jackson Cloyd,Orange Lutheran (Orange	 CA),OLB,6-3, 220 ,3,0.8399,Oregon State
NA,D'Marcus Ross,Capital Christian (Sacramento	 CA),ATH,5-10, 218 ,3,0.8399,uncommitted
NA,Omar Brown,North Senior (Minneapolis	 MN),CB,6-1, 180 ,3,0.8399,uncommitted
NA,Dontae McMillan,Sealth (Seattle	 WA),ATH,5-11, 185 ,3,0.8399,Weber State
NA,Jonny Barrett,Mount Si (Snoqualmie	 WA),WR,6-3, 190 ,3,0.8399,Dartmouth
NA,Simon Dellinger,R Nelson Snider (Fort Wayne	 IN),TE,6-6, 225 ,3,0.8399,Army
NA,Joshua Doyle,Valencia (Valencia	 CA),CB,5-10, 160 ,3,0.8399,Army
NA,Christian Guillory,Washington-Marion (Lake Charles	 LA),OLB,5-11, 195 ,3,0.8399,McNeese State
NA,BJ Lockhart,Walker (Walker	 LA),ATH,5-7, 170 ,3,0.8399,uncommitted
NA,Richard Monroe IV,Dudley (Greensboro	 NC),CB,6-2, 183 ,3,0.8399,uncommitted
NA,Rashaan Palmer,Simeon (Chicago	 IL),WR,6-4, 195 ,3,0.8399,uncommitted
NA,Sean Harlston,Compton Dominguez (Compton	 CA),ATH,6-3, 190 ,3,0.8399,UC Davis
NA,Josh Wallace,DeMatha Catholic (Bowie	 MD),CB,6-1, 170 ,3,0.8399,Massachusetts
NA,Xavier Graham,Niceville (Niceville	 FL),OG,6-3, 305 ,3,0.8399,Massachusetts
NA,Charlie Dean,Hillsborough (Tampa	 FL),PRO,6-1, 187 ,3,0.8398,Harvard
NA,Joshua Youngblood,Berkeley Prep (Tampa	 FL),ATH,5-11, 170 ,3,0.8398,Kansas State
NA,DeMarcus Harris,Vero Beach (Vero Beach	 FL),WR,6-1, 180 ,3,0.8398,Kentucky
NA,Kenney Solomon,Socastee Hi (Myrtle Beach	 SC),CB,6-0, 170 ,3,0.8397,Tennessee
,,,,,,0,,uncommitted
NA,Damari Roberson,Mona Shores (Muskegon	 MI),WR,6-1, 180 ,3,0.8397,Western Michigan
NA,Aidan Harrison,New Lothrop (Flushing	 MI),S,6-3, 175 ,3,0.8397,Missouri
NA,D'Shayne James,Perry (Gilbert	 AZ),WR,6-2, 200 ,3,0.8397,Iowa State
NA,Eli Cox,West Jessamine (Nicholasville	 KY),OG,6-4, 300 ,3,0.8397,Kentucky
NA,Christian Archangel,O. Comeaux (Lafayette	 LA),S,6-1, 180 ,3,0.8397,Louisiana Tech
NA,Jaylen Mahoney,South Pointe (Rock Hill	 SC),CB,5-11, 180 ,3,0.8397,Vanderbilt
NA,Dominick D'Antonio,Etowah (Woodstock	 GA),OT,6-4, 280 ,3,0.8397,Northwestern
NA,Kane Bradford,Skyline (Dallas	 TX),DT,6-5, 275 ,3,0.8397,Arizona
NA,Isaiah Azubuike,Lutheran North (Saint Louis	 MO),RB,5-11, 197 ,3,0.8396,Arkansas State
NA,Kyi Wright,Farrell (Farrell	 PA),OLB,6-3, 245 ,3,0.8396,Pittsburgh
NA,Marshawn Foster,Al Raby School (Chicago	 IL),WR,6-4, 170 ,3,0.8396,Western Michigan
NA,Kam Walker,Pisgah (Canton	 NC),TE,6-5, 240 ,3,0.8396,N.C. State
NA,AJ Williams,Bamberg-Ehrhardt (Bamberg	 SC),ATH,6-0, 175 ,3,0.8395,Wake Forest
NA,Zion Nelson,Sumter (Sumter	 SC),OT,6-5, 240 ,3,0.8395,Miami
NA,Ben Dooley,Churchill County (Fallon	 NV),OT,6-5, 279 ,3,0.8395,Boise State
NA,Matthew McDuffie,Baker County Senior (Glen Saint Mary	 FL),OT,6-5, 310 ,3,0.8393,USF
NA,Cooper Laake,Bowie (Austin	 TX),DT,6-3, 270 ,3,0.8391,Tulsa
NA,Vershaud Richardson,Paris (Paris	 TX),WDE,6-3, 235 ,3,0.8390,Arkansas State
NA,Dave Monnot III,Joliet Catholic Academy (Joliet	 IL),OT,6-6, 252 ,3,0.8390,Purdue
NA,Michael Callahan,Yorba Linda (Yorba Linda	 CA),SDE,6-4, 246 ,3,0.8390,Boise State
NA,Tarique Barnes,East (Memphis	 TN),OLB,6-0, 216 ,3,0.8390,Illinois
NA,Shadrick Byrd,Thompson (Alabaster	 AL),RB,5-9, 211 ,3,0.8389,Iowa
NA,Darrell Simmons,East St. Louis (East Saint Louis	 IL),OG,6-3, 295 ,3,0.8389,Iowa State
NA,Cornelius Evans,Central Gwinnett (Lawrenceville	 GA),OLB,6-4, 220 ,3,0.8389,Georgia Tech
NA,Ryan Franke,Oaks Christian (Westlake Village	 CA),OLB,6-4, 210 ,3,0.8386,Oregon State
NA,Jake Pope,St. Thomas Aquinas (Fort Lauderdale	 FL),OT,6-7, 275 ,3,0.8385,Kentucky
NA,Rahmon Hart,Imani Christian Academy (Pittsburgh	 PA),WR,6-3, 200 ,3,0.8384,Ball State
NA,Donald Fitzgerald,Hillsboro (Nashville	 TN),OT,6-8, 280 ,3,0.8384,Vanderbilt
NA,Major Williams,Dunbar (Fort Myers	 FL),CB,6-1, 170 ,3,0.8383,Virginia
NA,Thomas Harper,Karns (Knoxville	 TN),ATH,5-10, 165 ,3,0.8383,Oklahoma State
NA,Zaylin Wood,Heard County (Bowdon	 GA),SDE,6-2, 262 ,3,0.8383,Middle Tennessee State
NA,Maverick Hansen,Harrison (Farmington	 MI),DT,6-5, 270 ,3,0.8382,Michigan State
NA,Cooper Beebe,Piper (Kansas City	 KS),DT,6-3, 329 ,3,0.8378,Kansas State
NA,Taylor Poitier,Bishop Miege (Mission	 KS),OG,6-3, 260 ,3,0.8378,Kansas State
NA,Coker Wright,Brookhaven (Brookhaven	 MS),OC,6-4, 275 ,3,0.8377,Southern Miss
NA,Drew Martin,North Little Rock (North Little Rock	 AR),TE,6-3, 220 ,3,0.8377,Memphis
NA,Jakeen Harris,Benedictine Military School (Savannah	 GA),S,5-11, 183 ,3,0.8377,N.C. State
NA,Ryan Puskas,Liberty (Peoria	 AZ),OLB,6-3, 210 ,3,0.8377,California
NA,Kain Medrano,East (Pueblo	 CO),ATH,6-4, 205 ,3,0.8376,UCLA
NA,Jacob Dingle,Trinity (Louisville	 KY),S,6-0, 185 ,3,0.8376,Cincinnati
NA,Dwight Toombs II,St. Lucie West Centennial (Port Saint Lucie	 FL),S,6-1, 183 ,3,0.8376,Florida Atlantic
NA,Elijah Wroten,Germantown Academy (Fort Washington	 PA),OG,6-3, 297 ,3,0.8376,Duke
NA,Zovon Lindsay,Trinity Christian School (Fayetteville	 NC),OT,6-4, 266 ,3,0.8376,N.C. State
NA,Joe Rondi,Wayne Hills (Wayne	 NJ),DT,6-4, 250 ,3,0.8376,Syracuse
NA,David Heckard,Faith Lutheran (Las Vegas	 NV),WDE,6-5, 235 ,3,0.8376,uncommitted
NA,Mason Lunsford,Good Counsel (Olney	 MD),OT,6-5, 305 ,3,0.8376,Maryland
NA,Leslie Smith,Northwestern (Miami	 FL),ILB,5-10, 195 ,3,0.8376,Pittsburgh
NA,Eric Jeffries,Lafayette (Oxford	 MS),OLB,6-3, 228 ,3,0.8376,Ole Miss
NA,Austin Robinson,William Amos Hough (Cornelius	 NC),WR,6-1, 175 ,3,0.8376,Miami (OH)
NA,Dominic Moore,Perspectives Charter (Chicago	 IL),SDE,6-7, 285 ,3,0.8376,Eastern Illinois
,,,,,,0,,uncommitted
NA,Jorell Baum,Northeastern (Elizabeth City	 NC),WDE,6-5, 220 ,3,0.8376,Old Dominion
NA,Damarcus Mills,Mooresville Senior (Mooresville	 NC),OT,6-6.5, 320 ,3,0.8376,uncommitted
NA,Jonathan Sewell,Clarke Central (Athens	 GA),RB,5-10, 187 ,3,0.8376,uncommitted
NA,Quevan Lawson,Turner County (Ashburn	 GA),WDE,6-4, 195 ,3,0.8376,Akron
NA,Clayton Bush,South Warren (Bowling Green	 KY),S,6-0, 185 ,3,0.8376,Western Kentucky
NA,Michael Lindauer,Reitz Memorial (Evansville	 IN),PRO,6-3, 205 ,3,0.8373,Cincinnati
NA,Aubrey Scott,North DeSoto (Stonewall	 LA),ATH,5-10, 165 ,3,0.8370,uncommitted
NA,Ireland Burke,Pope John XXIII (Sparta	 NJ),DT,6-3, 285 ,3,0.8370,Boston College
NA,Tilini Livai,Narbonne (Harbor City	 CA),OG,6-3, 300 ,3,0.8370,USC
NA,Oscar Adaway,North Little Rock (North Little Rock	 AR),RB,6-0, 208 ,3,0.8369,North Texas
NA,Julian Hernandez,St. Thomas Aquinas (Fort Lauderdale	 FL),OG,6-2.5, 294 ,3,0.8369,Vanderbilt
NA,Trustin Oliver,Legend (Parker	 CO),ATH,6-4, 205 ,3,0.8368,Colorado
NA,Logan Newell,Neville (Monroe	 LA),OT,6-5, 285 ,3,0.8368,Louisiana
NA,Ricky Samuel,Tr Miller Sch (Brewton	 AL),DT,6-3, 280 ,3,0.8368,Troy
NA,AJ Woods,Northwest (Germantown	 MD),ATH,5-10.5, 168 ,3,0.8367,Pittsburgh
NA,Sitiveni Kaufusi,Punahou (Honolulu	 HI),FB,6-2.5, 240 ,3,0.8366,UCLA
NA,Tyler Hudson,Klein Oak (Spring	 TX),WR,6-2, 175 ,3,0.8366,Central Arkansas
NA,Tre'shon Devones,Duncanville (Duncanville	 TX),CB,6-0, 165 ,3,0.8366,Air Force
NA,Ben Castellano,Woodgrove (Purcellville	 VA),TE,6-4, 225 ,3,0.8366,Richmond
NA,Ah'shawn Moore,Indian River (Chesapeake	 VA),OLB,6-3, 207 ,3,0.8366,uncommitted
NA,Bailey Elder,Stadium (Tacoma	 WA),OT,6-6, 310 ,3,0.8366,uncommitted
NA,Brock Horne,Romeo (Romeo	 MI),ILB,6-2, 205 ,3,0.8366,Bowling Green
NA,Jaden Gibbs,Farragut (Knoxville	 TN),WR,6-3, 194 ,3,0.8366,Tennessee-Martin
NA,Cornelious Brown,Calera (Calera	 AL),PRO,6-5, 182 ,3,0.8366,Georgia State
NA,Frederick Norman,Ridgeland (Rossville	 GA),OT,6-6, 295 ,3,0.8366,uncommitted
NA,Keithan Gooden,Calabasas (Calabasas	 CA),CB,5-9, 170 ,3,0.8366,Idaho State
NA,Brandon Sanders,Jefferson Davis (Montgomery	 AL),WR,6-2, 161 ,3,0.8366,uncommitted
NA,Nick Curtis,Hoover (Hoover	 AL),OLB,6-5, 205 ,3,0.8366,uncommitted
NA,Antwann Fann,Perry (Perry	 GA),DT,6-3, 315 ,3,0.8366,Kennesaw State
NA,Ethan Zemla,Valor Christian (Littleton	 CO),ILB,6-4, 225 ,3,0.8366,Pennsylvania
NA,Isaiah Coe,Homewood-Flossmoor (Flossmoor	 IL),DT,6-3, 265 ,3,0.8366,uncommitted
NA,Kash Foley,Riverside Academy (Reserve	 LA),WR,6-0, 170 ,3,0.8366,uncommitted
NA,Kevin Barnett,Oak Grove (Hattiesburg	 MS),WR,6-3, 195 ,3,0.8366,uncommitted
NA,Rush Lansdell,Columbia Academy (Columbia	 TN),S,6-3, 180 ,3,0.8366,Tennessee-Martin
NA,Moezies Telfort,University School (Fort Lauderdale	 FL),OLB,6-2, 215 ,3,0.8366,uncommitted
NA,Robby Love,Bartram Trail (Jacksonville	 FL),DT,6-1, 275 ,3,0.8366,uncommitted
NA,Christopher Smith,Dacula (Dacula	 GA),OLB,6-2, 200 ,3,0.8366,uncommitted
NA,Rocky Katoanga,El Camino (Oceanside	 CA),OLB,6-2, 205 ,3,0.8366,Washington State
NA,Jacardia Wright,St Teresa (Decatur	 IL),ATH,6-0, 200 ,3,0.8366,uncommitted
NA,Dorian Hopkins,Memphis University School (Memphis	 TN),ILB,5-11.5, 225 ,3,0.8366,Tulsa
NA,Daniel Walker,Trinity (Washington	 PA),S,6-1, 180 ,3,0.8366,uncommitted
NA,Dal'mont Gourdine,Garrett Academy Of Tech (North Charleston	 SC),DT,6-5, 250 ,3,0.8365,uncommitted
NA,Jayvon Thrift,Norwin (Irwin	 PA),S,5-10, 187 ,3,0.8365,West Virginia
NA,Dylan Lawrence,George County (Lucedale	 MS),ATH,6-4.5, 193 ,3,0.8365,Mississippi State
NA,Elijah Ellis,Paris (Paris	 TX),OT,6-7, 300 ,3,0.8365,Baylor
NA,Roman DeWys,Basha (Chandler	 AZ),OT,6-5, 280 ,3,0.8365,Arizona State
NA,Andre Johnson,Tolleson Union (Tolleson	 AZ),WR,6-3, 185 ,3,0.8364,Arizona State
NA,Malik Bradford,Millikan Senior (Long Beach	 CA),WR,6-2, 210 ,3,0.8364,uncommitted
NA,Michael Wiley,Strake Jesuit (Houston	 TX),RB,5-10.5, 175 ,3,0.8364,Arizona
NA,Dorian Hewett,North Shore (Houston	 TX),S,6-1, 185 ,3,0.8364,USC
,,,,,,0,,uncommitted
NA,C.J. Johnson,D H Conley (Greenville	 NC),WR,6-2, 200 ,3,0.8364,East Carolina
NA,Dustyn Hall,Charlotte (Punta Gorda	 FL),OG,6-3.5, 277 ,3,0.8364,USF
NA,Dorien Goddard,Greeneville (Greeneville	 TN),WR,6-3, 208 ,3,0.8364,Virginia
NA,Jakai Clark,Grayson (Loganville	 GA),OC,6-3, 305 ,3,0.8364,Miami
NA,Christian Mahogany,Paramus Catholic (Paramus	 NJ),OG,6-5, 315 ,3,0.8364,Boston College
NA,Taylor Jacobs,South Grand Prairie (Grand Prairie	 TX),ILB,6-2, 215 ,3,0.8364,North Texas
