ranking,name,highSchool,position,height,weight,stars,rating,college
NA,Grant Ewhall,Tigard (Portland, OR),RB,5-11,180,2,0.7497,uncommitted
NA,Blake Watson,Green Hope (Cary, NC),WR,5-9,170,2,0.7497,Old Dominion
NA,Timber Berzens,St Marys (Annapolis, MD),SDE,6-3,245,2,0.7497,uncommitted
NA,Chris Marchisotto,Tottenville (Staten Island, NY),OC,6-1,275,2,0.7497,Wagner
NA,Mario Marset,Western Reserve Academy (Hudson, OH),OG,6-3,303,2,0.7497,uncommitted
NA,Chris Julian Jr.,Howland (Warren, OH),ILB,6-2,215,2,0.7497,uncommitted
NA,James Williams,Aledo (Aledo, TX),DT,5-9,303,2,0.7497,Montana State
NA,Abu Bangura,Stockbridge (Stockbridge, GA),WDE,6-3,235,2,0.7497,uncommitted
NA,James Herring,Highland Park (Dallas, TX),S,6-0,185,2,0.7497,Harvard
NA,Michael McMorris,Buford (Buford, GA),S,5-11,180,2,0.7497,Navy
NA,Jamal Williams,La Vega (Waco, TX),ATH,5-10,165,2,0.7497,uncommitted
NA,Ebissa Sambo,Reservoir (Fulton, MD),CB,5-10,165,2,0.7497,uncommitted
NA,Corbin Frederick,Mansfield (Mansfield, TX),S,5-10,188,2,0.7497,Nebraska
NA,Eric Chatman,Greenbrier (Evans, GA),OG,6-3,290,2,0.7497,uncommitted
NA,Briar Bearss,Millington (Millington, MI),OLB,6-0.5,215,2,0.7497,Army
NA,R.J. Decker,Brownsburg (Brownsburg, IN),DT,6-2,280,2,0.7497,Air Force
NA,Michael Mbony,Sherwood (Sandy Spring, MD),DUAL,5-10,195,2,0.7497,Army
NA,Josh Ahanonu,Skyline (Oakland, CA),WR,6-2,175,2,0.7497,uncommitted
NA,Antonio Olivieri,El Capitan (Lakeside, CA),TE,6-4,245,2,0.7497,uncommitted
NA,Burke Albaugh,Tigard (Portland, OR),OG,6-3.5,308,2,0.7497,uncommitted
NA,Spencer Smith,Tigard (Portland, OR),S,5-10,175,2,0.7497,uncommitted
NA,Solomon Tinnon,Napa (Napa, CA),OLB,6-4,205,2,0.7497,uncommitted
NA,Dauson Booker,Central Catholic (Modesto, CA),S,6-0,185,2,0.7497,Wyoming
NA,Jaden Williams,Central East (Fresno, CA),WR,6-0,183,2,0.7497,uncommitted
NA,Keno Moore,Harborfields (Greenlawn, NY),S,6-0,178,2,0.7497,uncommitted
NA,Spencer Rolland,Apple Valley (Saint Paul, MN),OT,6-7,220,2,0.7497,Harvard
NA,Nehemiah Montague,Minnetonka Senior (Minnetonka, MN),CB,6-0,175,2,0.7497,Indiana State
NA,Riley Hansen,Apple Valley (Saint Paul, MN),OG,6-4,295,2,0.7497,Air Force
NA,Odell Wilson,North Senior (Minneapolis, MN),OT,6-6,260,2,0.7497,uncommitted
NA,Saiveon Williamson,Waseca Senior (Waseca, MN),ATH,6-1,190,2,0.7497,South Dakota State
NA,Matt Waletzko,Rocori Senior (Cold Spring, MN),OT,6-7,310,2,0.7497,North Dakota
NA,Donnie Ventrelli,Como Park Senior (Saint Paul, MN),TE,6-4,235,2,0.7497,North Dakota
NA,Brock Mogensen,Farmington Senior (Farmington, MN),ILB,6-2,215,2,0.7497,South Dakota
NA,Micah Roane,Chaska (Chaska, MN),WDE,6-4,235,2,0.7497,Minnesota
NA,Ikenna Ujuagu,Benilde-St Margaret's (Minneapolis, MN),OLB,6-0,200,2,0.7497,uncommitted
NA,Al Fisher,J Serra Catholic (San Juan Capistrano, CA),RB,5-8,163,2,0.7497,uncommitted
NA,Malik Mays,Norcross (Norcross, GA),CB,5-11,180,2,0.7497,Eastern Kentucky
NA,John Blunt Jr.,Mansfield Timberview (Arlington, TX),CB,6-1,155,2,0.7497,McNeese State
NA,Jewel Holman,Herbert Hoover Senior (Glendale, CA),CB,5-11,165,2,0.7497,uncommitted
NA,Tyler Nunnelley,Cullman Sch (Cullman, AL),OG,6-3,285,2,0.7497,Eastern Kentucky
NA,Jeremy Harris,Moorpark (Moorpark, CA),S,6-1,215,2,0.7497,uncommitted
NA,Jaxon Woodward,Seattle Preparatory School (Seattle, WA),WR,6-1,185,2,0.7497,Idaho
NA,Jonathan Elder,Hillgrove (Powder Springs, GA),TE,6-4,215,2,0.7497,Coastal Carolina
NA,Dentarrius Yon,West Gadsden (Greenville, FL),ATH,6-2,185,2,0.7497,uncommitted
NA,Keith Conley,Cathedral (Los Angeles, CA),OC,6-2,250,2,0.7497,uncommitted
NA,T.J. Medina,J Serra Catholic (San Juan Capistrano, CA),ILB,6-1,225,2,0.7497,Air Force
NA,Chris Welch,Dickinson (Dickinson, TX),WR,5-11,165,2,0.7497,uncommitted
NA,Bartek Rybka,Paramus Catholic (Paramus, NJ),WDE,6-2,270,2,0.7497,Lehigh
NA,Robert Snead,Bergen Catholic (Oradell, NJ),OLB,6-2,202,2,0.7497,uncommitted
NA,Phillip Richards,Australia (Australia, AUST),P,6-4,210,2,0.7497,Eastern Kentucky
NA,Blake Watson,Maryville (Maryville, TN),TE,6-3,220,2,0.7497,Austin Peay
NA,Markel Toney,Brush (Cleveland, OH),WR,6-4,205,2,0.7497,Youngstown State
NA,Zaire Porter,Marion-Franklin (Columbus, OH),TE,6-4,213,2,0.7497,Eastern Kentucky
NA,Jaylin Garner,Shaker Heights (Cleveland, OH),ILB,6-1,230,2,0.7497,uncommitted
NA,Carter Kuehl,Rocky Mountain  (Meridian, ID),RB,5-6,183,2,0.7497,Air Force
NA,Blake Fehrmann,Brookfield Central (Brookfield, WI),WDE,6-5,225,2,0.7497,New Mexico
NA,Savien Jenkins,Samuel Clemens (Schertz, TX),DT,5-11.5,267,2,0.7497,UTEP
NA,Kelcy Allen,Glenwood School (Phenix City, AL),SDE,6-2,262,2,0.7497,Kennesaw State
NA,Ross Chadderon,Coeur d'Alene (Coeur D Alene, ID),ILB,6-1,210,2,0.7497,Idaho
NA,Danny Jones,ProKick Australia (Australia, AUST),P,6-4,223,2,0.7497,Brigham Young
NA,Dejan Rasuo,Lucy Ragsdale (Jamestown, NC),OT,6-5,250,2,0.7497,Charlotte
NA,Cole Burnison,Canisius (),TE,6-3,225,2,0.7497,Buffalo
NA,Deven Thompkins,Dunbar (Fort Myers, FL),CB,5-7,160,2,0.7497,Utah State
NA,Nick Kotok,Moon Area (Coraopolis, PA),OG,6-4,260,2,0.7497,Army
NA,Khalil Forehand,Bishop Kelly (Boise, ID),WR,5-9,162,2,0.7497,Idaho
NA,Justin Ross,Bishop O'Dowd (Oakland, CA),ATH,6-0,180,2,0.7497,uncommitted
NA,Myles Brown,Thompson (Alabaster, AL),CB,5-9.5,168,2,0.7497,Jacksonville State
NA,Jack Samsel,Spanish Fort (Spanish Fort, AL),PRO,6-2,210,2,0.7497,uncommitted
NA,Taquavian Drake,Wadley (Wadley, AL),WR,6-2,185,2,0.7497,Kennesaw State
NA,Cade Peterson,Maple City-Glen Lake (Maple City, MI),PRO,6-4,176,2,0.7497,Grand Valley State
NA,Ricky Baker,Prestonwood Christian (Plano, TX),WR,6-0,175,2,0.7497,UTEP
NA,Stephon Robins,Mater Dei (Santa Ana, CA),CB,5-11,180,2,0.7497,uncommitted
NA,Tony Brown,East Central (Kiln, MS),RB,5-7.5,175,2,0.7497,South Alabama
NA,Kyle Wakefield,Lake Travis (Austin, TX),TE,6-1,210,2,0.7497,uncommitted
NA,Braxton Barker,Spain Park (Birmingham, AL),PRO,5-11,175,2,0.7497,Alabama
NA,Gavan George,New Creation Christian Academy (McDonough, GA),OT,6-5,270,2,0.7497,Mercer
NA,Zuri Henry,Wylie (Wylie, TX),OT,6-5,275,2,0.7497,UTEP
NA,Tre Walker,Central East (Dos Palos, CA),ILB,-,-,2,0.7497,Idaho
NA,Treshawn Chamberlain,Emerald (Greenwood, SC),OLB,5-10,190,2,0.7497,Rice
NA,George Georgopoulos,J L Mann (Greenville, SC),P,6-3,215,2,0.7497,Massachusetts
NA,Jayvon Blissett,Hoffman Estates (River Grove, IL),WR,6-3,200,2,0.7497,Eastern Kentucky
NA,Gavin Blunt,Aurora (Aurora, OH),WR,6-0.5,193,2,0.7480,Akron
NA,Logan Kendall,Cheney (Cheney, WA),ILB,6-3,240,2,0.7480,Idaho
NA,Bubba Williamson,North Central (Kershaw, SC),PRO,6-1.5,180,2,0.7480,uncommitted
NA,Cole Talley,Rockwall (Rockwall, TX),K,6-0,175,2,0.7480,Army
NA,Wiley Green,Prestonwood Christian (Plano, TX),PRO,6-3,185,2,0.7480,Rice
NA,Leki Nunn,Junipero Serra (San Mateo, CA),WR,5-10,177,2,0.7480,San Jose State
NA,Massimo Biscardi,Downingtown-West Campus (Downingtown, PA),K,5-11,195,2,0.7480,Coastal Carolina
NA,Jaimere Merchant,Carson Senior (Carson, CA),ATH,5-8,160,2,0.7441,uncommitted
NA,Zechariah Holifield,Centennial (Corona, CA),ILB,5-11,210,2,0.7441,uncommitted
NA,Ross Reiter,Brophy College Preparatory (Phoenix, AZ),LS,6-0,235,2,0.7430,Colorado State
NA,Sekope Lutu Latu,Kahuku (Kahuku, HI),K,6-3,230,2,0.7430,uncommitted
NA,Evan Deckers,Avon Old Farms (Avon, CT),LS,6-3,245,2,0.7430,Massachusetts
NA,Gavin Baechle,McKinney (Mckinney, TX),K,6-1,160,2,0.7397,UTEP
NA,Tyre Shelton,Chapel Hill (Douglasville, GA),WR,5-10.5,178,2,0.7397,Miami (OH)
NA,Colby Wood,Jefferson (Jefferson, GA),RB,5-10,180,2,0.7397,uncommitted
NA,William Collier,Archbishop Hoban (Akron, OH),ATH,5-10,195,2,0.7397,uncommitted
NA,Davion Tyson,Jefferson (Delphos, OH),WDE,6-3,220,2,0.7397,Ball State
NA,Andrew Meyer,San Marcos (San Marcos, CA),OG,6-3,283,2,0.7397,uncommitted
NA,Jalen Sundell,Maryville (Maryville, MO),OT,6-5,250,2,0.7397,North Dakota State
NA,Bryan Nohava,Gehlen Catholic (Le Mars, IA),OG,6-5,265,2,0.7397,North Dakota State
NA,Sedric Iafeta,Kahuku (Kahuku, HI),WDE,6-3,230,2,0.7397,uncommitted
NA,Eliki Tanuvasa,St Louis School (Honolulu, HI),OG,6-2,285,2,0.7397,uncommitted
NA,Lionel Masivi,Eleanor Roosevelt (Corona, CA),CB,6-0,172,2,0.7397,uncommitted
NA,Khary Sanders,Eleanor Roosevelt (Corona, CA),DT,5-11,270,2,0.7397,uncommitted
NA,Junior Tuia,Kapolei (Kapolei, HI),WDE,6-2,270,2,0.7397,uncommitted
NA,Justin Kraft,Whitney (Rocklin, CA),WR,6-0,166,2,0.7397,uncommitted
NA,Justin Cauley,Venice (Los Angeles, CA),RB,5-11,205,2,0.7397,Montana State
NA,Michael Anyanwu,Charter Oak (Covina, CA),CB,5-10,175,2,0.7397,Utah State
NA,Brandon Won,Sunny Hills (Fullerton, CA),ILB,6-2,215,2,0.7397,uncommitted
NA,Gabe Sanchez,Joseph Gregori (Modesto, CA),TE,6-5,220,2,0.7397,uncommitted
NA,Sam Vance,Centerville (Dayton, OH),WDE,6-4,235,2,0.7397,uncommitted
NA,Jayden Pauling,Millbrook (Raleigh, NC),WDE,6-3,215,2,0.7397,uncommitted
NA,Jimmy Telles,Bishop Gorman (Las Vegas, NV),CB,5-10,151,2,0.7397,uncommitted
NA,Josh Hong,Faith Lutheran (Las Vegas, NV),CB,6-0,167,2,0.7397,uncommitted
NA,Branden Lopez,Green Valley (Henderson, NV),WDE,6-3,250,2,0.7397,uncommitted
NA,Marquis Isom,Madison (Portland, OR),WR,5-11,160,2,0.7397,uncommitted
NA,Tykel Landrum,Hendersonville (Hendersonville, NC),WR,5-10,165,2,0.7397,uncommitted
NA,Dru Jacobs,Damonte Ranch (Reno, NV),WR,6-0.5,181,2,0.7397,uncommitted
NA,Zach Wilson,Saguaro (Scottsdale, AZ),WR,6-0,202,2,0.7397,uncommitted
NA,Mark McMillian Jr.,Williams Field (Gilbert, AZ),WR,6-2,175,2,0.7397,uncommitted
NA,Shamari Wingard,Ardrey Kell (Charlotte, NC),CB,6-1,175,2,0.7397,Wofford
NA,Peter Bussone,Normal Community (Normal, IL),OG,6-3,280,2,0.7397,Illinois State
NA,Ryan Wichmann,Cincinnati Hills Christian Academy (Cincinnati, OH),OT,6-5,281,2,0.7397,uncommitted
NA,Wembley Ma'ilei,Saint Francis (HONOLULU, HI),RB,6-2,197,2,0.7397,uncommitted
NA,Chase Granum,Seabury Hall School (Makawao, HI),WDE,6-2,231,2,0.7397,uncommitted
NA,Sean Blue II,Central Catholic (Toledo, OH),ATH,5-10,180,2,0.7397,uncommitted
NA,Billy Westerling,Moorpark (Moorpark, CA),PRO,6-3,172,2,0.7397,uncommitted
NA,CJ Barney,Great Oak (Temecula, CA),CB,5-9,165,2,0.7397,uncommitted
NA,Marcus Aponte,St. Mary's (Stockton, CA),WR,5-11.5,182,2,0.7397,Sacramento State
NA,Alex Tili,Hueneme (Oxnard, CA),RB,6-0,190,2,0.7397,uncommitted
NA,Tray Jones,Bayside (Virginia Beach, VA),ILB,5-11,210,2,0.7397,Navy
NA,Vincent Thomas,Sanderson (Raleigh, NC),CB,5-10,170,2,0.7397,Navy
NA,Jeffrey Rose,Cy Ranch (Cypress, TX),OT,6-5,273,2,0.7397,Stephen F. Austin
NA,Jayden Lee,Campo Verde (Gilbert, AZ),OG,6-3,290,2,0.7397,uncommitted
NA,Daniel McDougall,Central Catholic (Portland, OR),OT,6-5,280,2,0.7397,uncommitted
NA,Marvion Travez Field,Westlake (Hampton, GA),DT,6-3,276,2,0.7397,uncommitted
NA,Gonzalez Fleriot,Immokalee (Immokalee, FL),WDE,6-4,210,2,0.7397,uncommitted
NA,Charlie Baumann,Newport Senior (Bellevue, WA),OG,6-5,275,2,0.7397,Eastern Washington
NA,Riley Straly,Mountain View Senior (Bend, OR),OG,6-4,305,2,0.7397,uncommitted
NA,Naseme Colvin,Skyline (Oakland, CA),RB,6-2,200,2,0.7397,uncommitted
NA,Devontae Massey,Washington Union (Fresno, CA),ATH,5-10,165,2,0.7397,uncommitted
NA,Corey Thomas,Upland (Upland, CA),S,6-1,200,2,0.7397,uncommitted
NA,Daveon Brown,Stellar Prep (Hayward, CA),SDE,6-4,240,2,0.7397,uncommitted
NA,Dylan Beridon,Rancho Cucamonga (Rancho Cucamonga, CA),SDE,6-3,235,2,0.7397,uncommitted
NA,Steve Bradshaw,Paloma Valley (Menifee, CA),ILB,6-1,220,2,0.7397,uncommitted
NA,Chase Chandler,Bellarmine Prep (Tacoma, WA),ILB,6-2,225,2,0.7397,Air Force
NA,Dazhon Sanders,Palmdale (Palmdale, CA),CB,5-11,173,2,0.7397,uncommitted
NA,Bradley Yaffe,Sacred Heart Prep (Atherton, CA),PRO,6-2.5,185,2,0.7397,Oregon
NA,Kamaehu Moore,St Louis School (Honolulu, HI),S,6-1,170,2,0.7397,uncommitted
NA,Max Bruner,Ponderosa (Parker, CO),OG,6-3,280,2,0.7397,uncommitted
NA,Ryan Schoenfelder,Goodhue Secondary (Goodhue, MN),TE,6-5,215,2,0.7397,North Dakota
NA,Gerone Hamilton Jr.,Academy Of Holy Angels (Minneapolis, MN),OT,6-5,245,2,0.7397,Howard
NA,Jordan Johnson,Prior Lake (Prior Lake, MN),RB,5-8,180,2,0.7397,South Carolina State
NA,Ty Barron,Minnetonka Senior (Minnetonka, MN),ILB,6-0,220,2,0.7397,Minnesota
NA,Stephen Kletscher,St Croix Lutheran (Saint Paul, MN),SDE,6-4,240,2,0.7397,uncommitted
NA,Braden Moody,Warren Central (Vicksburg, MS),OT,6-5,290,2,0.7397,South Alabama
NA,Robert Javier,Cardinal Hayes (Bronx, NY),CB,6-1,180,2,0.7397,Towson
NA,Alex Stadthaus,Vandegrift (Austin, TX),K,6-1,185,2,0.7397,USC
NA,Tao McClinton,Sammamish Senior (Bellevue, WA),WR,6-4,202,2,0.7397,Sacramento State
NA,Jaden Sheffey,Woodinville (Woodinville, WA),PRO,6-1,175,2,0.7397,uncommitted
NA,Daulson Fitzpatrick,Archbishop Hoban (Akron, OH),OLB,6-1,195,2,0.7397,Eastern Kentucky
NA,Takaamoatoa Lautaha,St Francis School (Honolulu, HI),SDE,6-4,245,2,0.7397,uncommitted
NA,T.J. Harvey,Shaw (Columbus, GA),LS,6-0,210,2,0.7397,Southern Miss
NA,Isaiah Hamilton,Charter Oak (Covina, CA),WR,5-11,180,2,0.7397,San Jose State
NA,Nick Nash,Woodbridge (Irvine, CA),ATH,6-2,175,2,0.7397,San Jose State
NA,Tyler Allgeier,Kaiser (Fontana, CA),RB,5-11,195,2,0.7397,Brigham Young
NA,Nasir Love Porter,Dalton (Dalton, GA),CB,5-11,165,2,0.7397,Austin Peay
NA,Josiah Suani,Hayward (Hayward, CA),DT,5-11,325,2,0.7397,UC Davis
NA,Risone Ama,Mt Spokane (Mead, WA),DT,6-3,270,2,0.7397,Eastern Washington
NA,Hunter Luepke,Spencer (Spencer, WI),FB,6-1,225,2,0.7397,North Dakota State
NA,Joseph Evans,Williston (Williston, ND),SDE,6-4,242,2,0.7397,North Dakota State
NA,Doron Mitchell,Park Crossing (Montgomery, AL),WR,5-11,170,2,0.7397,Jacksonville State
NA,Tyler Moore,Central (Phenix City, AL),SDE,6-1,245,2,0.7397,Kennesaw State
NA,Joseph Jemison,Park Crossing (Montgomery, AL),S,6-0,177,2,0.7397,uncommitted
NA,Jawon Howell,Lanett (Lanett, AL),OLB,6-1,190,2,0.7397,uncommitted
NA,Jaylin Brackett,Madison Academy (Madison, AL),ILB,6-0,225,2,0.7397,uncommitted
NA,Scott McLeod,Saint Francis (Honolulu, HI),WR,6-3,225,2,0.7397,Hawaii
NA,Jalen Tuivaiave-Olomua,Mililani (Mililani, HI),ILB,6-1,220,2,0.7397,uncommitted
NA,Matthan Hatchie,Waialua & Intermediate School (Waialua, HI),WDE,6-3,250,2,0.7397,uncommitted
NA,Peyton Yanagi,St. Louis (Honolulu, HI),LS,5-10,190,2,0.7397,Oregon
NA,Jaylan Sandifer,Choate Rosemary Hall (Warner Robins, GA),WR,6-3,175,2,0.7397,Yale
NA,James Pauli,The Harker School (San Jose, CA),ILB,6-0,230,2,0.7397,San Jose State
NA,Tristin Tuialuuluu,Del Valle (El Paso, TX),OG,6-3,295,2,0.7397,UTEP
NA,Ty Wiley,Pickerington North (Pickerington, OH),WR,6-1,190,2,0.7397,Toledo
NA,Jakari Lumsden,Fitch (Youngstown, OH),OLB,6-1,205,2,0.7397,Eastern Kentucky
NA,Joseph Tacopina,Cheshire Academy (Cheshire, CT),K,6-0,-,2,0.7397,Temple
NA,Maddie Golden,Powdersville (Greenville, SC),LS,5-11,200,2,0.7397,Utah
NA,Brendan Knoespel,Antonian College Prep (San Antonio, TX),LS,6-0,210,2,0.7380,Army
NA,Keion Cross,Rampart (Colorado Springs, CO),ATH,5-9,160,2,0.7330,uncommitted
NA,Luke Donovan,Brophy College Preparatory (Phoenix, AZ),WR,5-11,160,2,0.7330,uncommitted
NA,Aaron Howard,Cathedral (Los Angeles, CA),S,5-10,160,2,0.7330,uncommitted
NA,Fatu Atuaia,Kahuku (Kahuku, HI),ILB,6-0,230,2,0.7330,uncommitted
NA,Camerun Peoples,Clay Central (Lineville, AL),RB,6-2,185,2,0.7297,Appalachian State
NA,Andrew White,GlenOak (Canton, OH),TE,6-5,226,2,0.7297,uncommitted
NA,Izaya Vimahi,Kahuku (Kahuku, HI),OG,6-3,260,2,0.7297,uncommitted
NA,Ja'tai Jenkins,Verrado (B M Goldwater A F Range, AZ),RB,5-8.5,174,2,0.7297,uncommitted
NA,Ezekiel Robbins,Hamilton (Chandler, AZ),CB,5-11,175,2,0.7297,uncommitted
NA,Major Lee,Eleanor Roosevelt (Corona, CA),RB,5-11,155,2,0.7297,uncommitted
NA,Will Pliska,Lake Washington (Kirkland, WA),OT,6-5,290,2,0.7297,Washington
NA,Hunter Smith,Bothell (Bothell, WA),OT,6-6,270,2,0.7297,Idaho State
NA,Michael Barnes,Timberline (Lacey, WA),WR,5-11,175,2,0.7297,uncommitted
NA,Jackson Enz,Big Foot (Walworth, WI),ATH,6-1,185,2,0.7297,North Dakota State
NA,Gasper Hernandez,Rio Grande (Albuquerque, NM),WR,6-4,175,2,0.7297,uncommitted
NA,Austin Riggs,Eagle (Eagle, ID),LS,6-5,220,2,0.7297,Brigham Young
NA,Jarel Miller,Bishop Dunne (Dallas, TX),WR,5-8,155,2,0.7297,uncommitted
NA,Robert Mason III,Graham-Kapowsin (Graham, WA),WR,6-1,185,2,0.7297,uncommitted
NA,Elijah Golston,Garfield (Seattle, WA),OLB,6-4,205,2,0.7297,uncommitted
NA,Mitchell Quinn,St. Louis (Honolulu, HI),WR,5-11,160,2,0.7297,Washington State
NA,Rico Rosario,Waianae (Waianae, HI),ATH,5-10,200,2,0.7297,uncommitted
NA,Scottie Agasiva,Mililani (Mililani, HI),OG,6-1,290,2,0.7297,uncommitted
NA,Randy Clemons,Quartz Hill (Lancaster, CA),TE,6-3,245,2,0.7297,uncommitted
NA,Estavon Jernigan,Vanden (Fairfield, CA),CB,5-9,160,2,0.7297,uncommitted
NA,Brycen Tremayne,Windward School (Los Angeles, CA),WR,6-3,185,2,0.7297,uncommitted
NA,Tyler Saikhon,Southwest (El Centro, CA),ATH,6-1,180,2,0.7297,uncommitted
NA,Tyson Jones,Desert Edge (Goodyear, AZ),OG,6-4,300,2,0.7297,uncommitted
NA,Austin Whitsett,San Clemente (San Clemente, CA),RB,5-9.5,189,2,0.7297,uncommitted
NA,Chase Petersen,Tesoro (Rancho Santa Margarita, CA),PRO,6-3,220,2,0.7297,uncommitted
NA,Mason Schwerzler,Stillwater Senior (Stillwater, MN),P,6-1,195,2,0.7297,uncommitted
NA,Aiden Nellor,Union (Camas, WA),TE,6-5,225,2,0.7297,Eastern Washington
NA,Che Rogers,Stadium (Tacoma, WA),WR,5-11,175,2,0.7297,Princeton
NA,Devin Kimbrough,Sparkman  (Harvest, AL),DUAL,5-11,171,2,0.7297,uncommitted
NA,Isaiah Taliulu,St. Louis (Honolulu, HI),OLB,5-11.5,198,2,0.7297,uncommitted
NA,Justin Genovia,Iolani School (Honolulu, HI),WR,5-10,180,2,0.7297,uncommitted
NA,Koby Duru,Bishop Amat (Diamond Bar, CA),WR,6-3,185,2,0.7297,Montana State
NA,Dave Roberts,Marshall County (Lewisburg, TN),OT,6-4,260,2,0.7297,Austin Peay
NA,Spencer Gilbert,St. John Bosco (Bellflower, CA),OLB,6-0,205,2,0.7297,uncommitted
NA,Trent Thompson,Cy Falls (Houston, TX),ATH,6-2,270,2,0.7297,UTEP
NA,Wiley Purry,Long Beach Poly (Long Beach, CA),ILB,5-10,225,2,0.7297,uncommitted
NA,Kade Langston,Lake Travis (Austin, TX),SDE,6-1,235,2,0.7297,Texas State
NA,Ben Schmiesing,Piqua (Piqua, OH),OLB,6-1,215,2,0.7197,uncommitted
NA,Isaiah Feary,St Louis School (Honolulu, HI),OLB,6-2,200,2,0.7197,uncommitted
NA,Jac Casasante,Loyola (Los Angeles, CA),LS,6-0,190,2,0.7197,uncommitted
NA,Matt Gilbert,Southfield (Southfield, MI),WR,-,-,2,0.7197,Grand Valley State
NA,Noa Purcell,St Louis School (Honolulu, HI),ILB,5-10,237,2,0.7197,uncommitted
NA,Rich England Jr.,Grants Pass (Grants Pass, OR),ILB,6-1,234,2,0.7197,uncommitted
NA,Kalamaku Kuewa,Kamehameha (Honolulu, HI),ATH,6-0,195,2,0.7197,uncommitted
NA,Chris Sykes,St. Louis (Honolulu, HI),WR,6-3.5,196,2,0.7197,uncommitted
NA,Dylan Toilolo,St Louis School (Honolulu, HI),S,5-11,200,2,0.7197,uncommitted
NA,Noah Williams,Mililani (Mililani, HI),OC,6-1,280,2,0.7197,uncommitted
NA,Parker Bosche,St. Mary's College HS (Albany, CA),WDE,6-4,225,2,0.7197,California
NA,Nazar Bombata,Bishop Alemany (Mission Hills, CA),OLB,6-1,195,2,0.7197,uncommitted
NA,Ja'Corey Jones,Junipero Serra (Gardena, CA),CB,6-1,165,2,0.7197,uncommitted
NA,Bronson Barron,American Fork (American Fork, UT),PRO,6-1.5,193,2,0.7197,Weber State
NA,Kaden Williams,Dixie (Saint George, UT),WDE,6-6,230,2,0.7197,uncommitted
NA,Moses Niumatalolo,Timpview (Provo, UT),PRO,6-0,140,2,0.7197,uncommitted
NA,Ben Ford,East (Salt Lake City, UT),ATH,6-0,175,2,0.7197,uncommitted
NA,Tykee Woods,Clovis West (Fresno, CA),CB,5-8,165,2,0.7197,uncommitted
NA,John Harris,Bishop Garcia Diego (Santa Barbara, CA),RB,6-1.5,208,2,0.7197,uncommitted
NA,Zavion Avery,Dorsey (Los Angeles, CA),CB,5-10,171,2,0.7197,Portland State
NA,Jakobi Matagi,Bingham (South Jordan, UT),ILB,6-2,189,2,0.7197,Southern Utah
NA,Easton Peterson,Corner Canyon (Draper, UT),OC,6-4,275,2,0.7197,Utah State
NA,Corbin Hartsock,Olympia (Olympia, WA),TE,6-4,230,2,0.7197,Eastern Washington
NA,Kyle Finnick,Calabasas (Mission Hills, CA),DT,6-1.5,253,2,0.7197,uncommitted
NA,Conner Edgar,Valley Christian Schools (SAN JOSE, CA),FB,6-0,225,2,0.7197,uncommitted
NA,Emmanuel Osuoha,Archbishop Murphy (Everett, WA),OLB,6-1,220,2,0.7197,Eastern Washington
NA,Josh Jerome,Monroe (Monroe, WA),DT,6-2,275,2,0.7197,Eastern Washington
NA,Michael Taras,Heritage (Vancouver, WA),DUAL,6-2,190,2,0.7197,Eastern Washington
NA,Trent Mott,Tivy (Kerrville, TX),S,5-10,190,2,0.7197,uncommitted
NA,Conner Lambro,Tahoma Senior (Maple Valley, WA),PRO,6-2,175,2,0.7197,uncommitted
NA,Machiah Lee,Bethel (Spanaway, WA),S,6-0,175,2,0.7197,uncommitted
NA,Clayton Stewart,Flower Mound (Flower Mound, TX),K,6-3,175,2,0.7197,Texas State
NA,Marcus Borden,Walnut Hills (Cincinnati, OH),WR,5-8,164,2,0.7097,uncommitted
NA,Zaid Hamdan,William Mason (Mason, OH),DT,6-0,263,2,0.7097,Ohio State
NA,Samuel Obiang,Canada Prep Football Academy (St. Catharines, ON),DT,6-0,285,2,0.7097,uncommitted
NA,Brandon Funke,Los Osos (Rancho Cucamonga, CA),OG,6-4,260,2,0.7097,uncommitted
NA,Donte Martin,Rio Mesa (Oxnard, CA),CB,5-10,175,2,0.7097,New Mexico
NA,Tevite Tonga,Granger (Salt Lake City, UT),DT,6-2,260,2,0.7097,Idaho State
NA,Gabriel Hagerman,Cottonwood (Salt Lake City, UT),ATH,6-3,206,2,0.7097,uncommitted
NA,Tate Stevens,Highland (Gilbert, AZ),ILB,6-2,210,2,0.7097,uncommitted
NA,Sam Westfall,Dixie (Saint George, UT),CB,5-11,175,2,0.7097,uncommitted
NA,Noah Whitaker,West Salem (Salem, OR),RB,5-9,175,2,0.7097,uncommitted
NA,Kahale Huddleston,Hilo (Hilo, HI),RB,5-10,175,2,0.7097,Hawaii
NA,Marquis Montgomery,Kapolei (Kapolei, HI),WR,6-4,205,2,0.7097,uncommitted
NA,Tyson Martin,Herriman (Herriman, UT),OG,6-3,265,2,0.7097,uncommitted
NA,Brad Godwin,Redlands (Redlands, CA),OT,6-6,265,2,0.7097,Eastern Washington
NA,Matthew Trickett,St Ignatius (Cleveland, OH),K,6-0,185,2,0.7097,Kent State
NA,Luke Empen,Northeast (Goose Lake, IA),TE,6-6,230,2,0.7097,Iowa
NA,Hunter Wendling,Stadium (Tacoma, WA),PRO,5-10,175,2,0.7097,Drake
NA,William Mann,Nolan Catholic (Fort Worth, TX),K,5-9,150,2,0.7097,uncommitted
NA,Zion Faaopega,Union (Camas, WA),SDE,6-4,230,1,0.6997,Eastern Washington
